ward,walk,age,floor,rent,type,area,,,,,,,,,,,,,,,,,,,,,,
Koto,3,40,6,72000,1K,21.35,,,,,,,,,,,,,,,,,,,,,,
Koto,9,2,1,72000,1R,12.62,,,,,,,,,,,,,,,,,,,,,,
Koto,9,4,5,144000,1R,17,,,,,,,,,,,,,,,,,,,,,,
Koto,8,45,3,73000,1DK,30,,,,,,,,,,,,,,,,,,,,,,
Koto,5,33,4,73000,1K,19.32,,,,,,,,,,,,,,,,,,,,,,
Koto,3,31,1,80000,1K,24.36,,,,,,,,,,,,,,,,,,,,,,
Koto,7,20,20,81000,1K,20.77,,,,,,,,,,,,,,,,,,,,,,
Koto,4,21,3,82000,1K,18.94,,,,,,,,,,,,,,,,,,,,,,
Koto,13,0,1,82000,1K,24.74,,,,,,,,,,,,,,,,,,,,,,
Koto,12,18,2,82000,1K,20.9,,,,,,,,,,,,,,,,,,,,,,
Koto,12,18,3,84000,1K,21.2,,,,,,,,,,,,,,,,,,,,,,
Koto,5,5,2,85000,1R,17.87,,,,,,,,,,,,,,,,,,,,,,
Koto,6,3,1,85000,1K,23.64,,,,,,,,,,,,,,,,,,,,,,
Koto,6,0,1,85000,1K,13,,,,,,,,,,,,,,,,,,,,,,
Koto,5,5,5,85000,1R,15.02,,,,,,,,,,,,,,,,,,,,,,
Koto,6,19,2,86000,1K,22.5,,,,,,,,,,,,,,,,,,,,,,
Koto,14,6,3,86000,2K,25.51,,,,,,,,,,,,,,,,,,,,,,
Koto,5,15,3,86000,1K,25.5,,,,,,,,,,,,,,,,,,,,,,
Koto,13,0,1,87000,1K,24.74,,,,,,,,,,,,,,,,,,,,,,
Koto,5,7,1,147300,1R,14.73,,,,,,,,,,,,,,,,,,,,,,
Koto,8,6,9,88000,1K,25.84,,,,,,,,,,,,,,,,,,,,,,
Koto,8,5,3,223400,1K,22.34,,,,,,,,,,,,,,,,,,,,,,
Koto,4,8,2,88000,1K,22.35,,,,,,,,,,,,,,,,,,,,,,
Koto,17,20,2,89000,1R,32.9,,,,,,,,,,,,,,,,,,,,,,
Koto,19,5,2,89500,1K,26.22,,,,,,,,,,,,,,,,,,,,,,
Koto,5,7,1,90000,1R,18.84,,,,,,,,,,,,,,,,,,,,,,
Koto,8,15,2,99000,1K,20.72,,,,,,,,,,,,,,,,,,,,,,
Koto,8,15,5,102000,1K,20.72,,,,,,,,,,,,,,,,,,,,,,
Koto,3,12,2,120000,1K,26.04,,,,,,,,,,,,,,,,,,,,,,
Koto,3,12,6,121000,1K,26.04,,,,,,,,,,,,,,,,,,,,,,
Koto,8,5,2,88000,1K,22.34,,,,,,,,,,,,,,,,,,,,,,
Koto,8,5,3,95000,1R,22.05,,,,,,,,,,,,,,,,,,,,,,
Koto,10,4,4,121000,1DK,25.57,,,,,,,,,,,,,,,,,,,,,,
Koto,10,4,7,124000,1DK,25.57,,,,,,,,,,,,,,,,,,,,,,
Koto,7,18,4,89000,1K,28.14,,,,,,,,,,,,,,,,,,,,,,
Koto,7,18,4,103000,1K,28.14,,,,,,,,,,,,,,,,,,,,,,
Koto,8,9,4,127000,1K,25.95,,,,,,,,,,,,,,,,,,,,,,
Koto,8,9,3,133000,1K,25.95,,,,,,,,,,,,,,,,,,,,,,
Koto,13,25,3,176000,3LDK,57.53,,,,,,,,,,,,,,,,,,,,,,
Koto,13,25,4,177000,3LDK,57.53,,,,,,,,,,,,,,,,,,,,,,
Koto,5,16,14,122000,1K,21.96,,,,,,,,,,,,,,,,,,,,,,
Koto,5,16,5,118000,1K,21.96,,,,,,,,,,,,,,,,,,,,,,
Koto,8,14,1,108000,1K,25.45,,,,,,,,,,,,,,,,,,,,,,
Koto,8,14,1,112000,1K,29.81,,,,,,,,,,,,,,,,,,,,,,
Koto,1,3,9,135000,1DK,25.3,,,,,,,,,,,,,,,,,,,,,,
Koto,1,3,4,139000,1DK,28.91,,,,,,,,,,,,,,,,,,,,,,
Koto,9,23,5,150000,1LDK,51.59,,,,,,,,,,,,,,,,,,,,,,
Koto,9,23,11,156000,1LDK,48.11,,,,,,,,,,,,,,,,,,,,,,
Koto,10,4,5,126000,1DK,25,,,,,,,,,,,,,,,,,,,,,,
Koto,10,4,1,130000,1DK,27.69,,,,,,,,,,,,,,,,,,,,,,
Koto,3,14,2,99000,1K,23.78,,,,,,,,,,,,,,,,,,,,,,
Koto,3,14,2,115000,1K,29.46,,,,,,,,,,,,,,,,,,,,,,
Koto,1,10,10,113500,1K,26.16,,,,,,,,,,,,,,,,,,,,,,
Koto,3,15,2,110000,1K,25.51,,,,,,,,,,,,,,,,,,,,,,
Koto,3,15,7,113000,1K,25.51,,,,,,,,,,,,,,,,,,,,,,
Koto,7,20,4,90000,1K,22.34,,,,,,,,,,,,,,,,,,,,,,
Koto,7,20,5,90000,1K,21.82,,,,,,,,,,,,,,,,,,,,,,
Koto,10,9,6,104000,1K,25.52,,,,,,,,,,,,,,,,,,,,,,
Koto,10,9,7,105000,1K,25.52,,,,,,,,,,,,,,,,,,,,,,
Koto,8,7,6,109000,1R,28.33,,,,,,,,,,,,,,,,,,,,,,
Koto,8,7,6,109000,1R,26.36,,,,,,,,,,,,,,,,,,,,,,
Koto,2,6,7,129000,1K,25.42,,,,,,,,,,,,,,,,,,,,,,
Koto,4,14,7,135000,1K,30.05,,,,,,,,,,,,,,,,,,,,,,
Koto,8,20,5,159000,1LDK,38.75,,,,,,,,,,,,,,,,,,,,,,
Koto,8,20,14,165000,1DK,38.25,,,,,,,,,,,,,,,,,,,,,,
Koto,2,12,9,121000,1K,25.74,,,,,,,,,,,,,,,,,,,,,,
Koto,4,19,2,93000,1K,21.56,,,,,,,,,,,,,,,,,,,,,,
Koto,4,19,10,95000,1K,21.93,,,,,,,,,,,,,,,,,,,,,,
Koto,10,10,1,108000,1K,28.5,,,,,,,,,,,,,,,,,,,,,,
Koto,10,10,1,115000,1K,26.59,,,,,,,,,,,,,,,,,,,,,,
Koto,3,16,3,101000,1K,23.59,,,,,,,,,,,,,,,,,,,,,,
Koto,3,16,2,107000,1K,23.4,,,,,,,,,,,,,,,,,,,,,,
Koto,9,20,1,104000,1R,28.15,,,,,,,,,,,,,,,,,,,,,,
Koto,5,21,4,105000,1K,24.87,,,,,,,,,,,,,,,,,,,,,,
Koto,5,12,4,210000,1SLDK,52.51,,,,,,,,,,,,,,,,,,,,,,
Koto,5,12,3,210000,2LDK,52.51,,,,,,,,,,,,,,,,,,,,,,
Koto,3,22,4,134000,1DK,30.68,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,0,4,150000,1DK,25.19,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,0,9,168000,1DK,25.19,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,0,3,238000,2LDK,39.83,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,8,8,223000,1DK,34.54,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,8,15,270000,1LDK,44.93,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,8,20,450000,3LDK,72.63,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,1,8,198000,1LDK,35.41,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,1,3,217000,1LDK,38.65,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,1,2,280000,2LDK,50.76,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,13,4,188000,1LDK,43.93,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,26,15,299000,3LDK,68.23,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,26,3,308000,2LDK,72.82,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,26,17,317000,3LDK,72.82,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,4,1,185000,1LDK,40.18,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,16,3,206000,1LDK,41.87,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,16,4,213000,1LDK,41.87,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,7,12,288000,2LDK,53.95,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,7,3,208000,1LDK,40.08,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,7,7,211000,1LDK,40.58,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,7,11,226000,1LDK,43.1,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,9,5,219000,1LDK,45.36,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,9,6,226000,1LDK,45.36,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,9,10,252000,1LDK,46.26,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,10,34,280000,1LDK,58.25,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,10,41,450000,2LDK,79.84,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,9,10,206000,1LDK,40.7,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,9,2,216000,1SLDK,41.22,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,4,8,132000,1K,26.42,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,4,6,160000,1DK,27.81,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,21,5,215000,2DK,53.07,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,21,9,233000,2LDK,53.18,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,18,8,181300,1LDK,42.58,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,7,3,204000,1LDK,41.01,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,7,4,206000,1LDK,41.01,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,22,2,95000,1K,21.71,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,22,8,147000,2DK,43.42,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,22,10,120000,1K,22.32,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,22,4,159000,1LDK,40.41,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,4,7,152000,1K,25.47,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,4,3,273000,1LDK,42.61,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,15,7,229000,1LDK,44.66,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,20,5,185000,1LDK,50.59,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,13,2,175000,1LDK,40.23,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,13,5,179000,1LDK,40.23,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,3,2,148000,1K,25.56,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,3,12,380000,2LDK,52.37,,,,,,,,,,,,,,,,,,,,,,
Chuo,7,19,47,250000,1LDK,65.14,,,,,,,,,,,,,,,,,,,,,,
Chuo,7,19,58,556000,2LDK,114.2,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,3,3,171000,1DK,28.08,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,3,9,231000,1LDK,42.44,,,,,,,,,,,,,,,,,,,,,,
Chuo,2,4,2,144000,1DK,25.81,,,,,,,,,,,,,,,,,,,,,,
Chuo,2,4,9,175000,1LDK,31.43,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,17,9,218000,1LDK,40.01,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,17,6,250000,1LDK,52.31,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,20,4,305000,2LDK,60.19,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,20,18,470000,2LDK,70.19,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,6,2,350000,2LDK,55.38,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,6,7,360000,2LDK,55.96,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,18,7,136000,1R,25.87,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,18,6,249000,1LDK,53,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,2,4,171000,1DK,26.7,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,19,5,210000,1LDK,40.64,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,19,10,246000,1LDK,46.32,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,12,4,121000,1K,26.88,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,12,3,242000,1LDK,48.32,,,,,,,,,,,,,,,,,,,,,,
Chuo,1,3,3,151000,1DK,25.47,,,,,,,,,,,,,,,,,,,,,,
Chuo,1,3,10,246000,1LDK,42.81,,,,,,,,,,,,,,,,,,,,,,
Chuo,2,2,5,180000,1LDK,34.97,,,,,,,,,,,,,,,,,,,,,,
Chuo,2,2,9,272000,1SLDK,49.92,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,0,3,157000,1R,28.56,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,0,10,370000,2LDK,51.14,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,21,1,242000,1LDK,41.22,,,,,,,,,,,,,,,,,,,,,,
Chuo,2,10,5,212000,1LDK,45.06,,,,,,,,,,,,,,,,,,,,,,
Chuo,2,10,6,267000,2LDK,51.54,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,10,2,165000,1DK,35.35,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,22,2,152000,1K,30.01,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,22,10,285000,1LDK,57.7,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,5,5,142000,1K,25.11,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,3,4,148000,1DK,25.49,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,3,7,250000,2DK,40.37,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,20,3,193000,1LDK,42.37,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,9,2,260000,1LDK,53.55,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,17,8,250000,3DK,57.4,,,,,,,,,,,,,,,,,,,,,,
Chuo,4,37,9,210000,1LDK,52.63,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,13,3,120000,1K,25.78,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,13,9,200000,1LDK,50.3,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,9,5,127000,1K,25.23,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,9,6,203000,1LDK,39.93,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,12,2,210000,1DK,40.43,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,19,5,210000,1R,44.5,,,,,,,,,,,,,,,,,,,,,,
Chuo,6,19,52,500000,4LDK,91.51,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,10,5,136000,1K,33.58,,,,,,,,,,,,,,,,,,,,,,
Chuo,1,9,7,295000,1LDK,40.01,,,,,,,,,,,,,,,,,,,,,,
Chuo,1,9,10,750000,3LDK,81.85,,,,,,,,,,,,,,,,,,,,,,
Chuo,2,22,4,147000,1LDK,30.5,,,,,,,,,,,,,,,,,,,,,,
Chuo,2,7,7,132000,1K,26.26,,,,,,,,,,,,,,,,,,,,,,
Chuo,9,10,5,147000,1K,28.8,,,,,,,,,,,,,,,,,,,,,,
Chuo,9,10,10,164000,1R,28.8,,,,,,,,,,,,,,,,,,,,,,
Chuo,3,9,9,121000,1K,25.11,,,,,,,,,,,,,,,,,,,,,,
Chuo,5,6,4,130000,1K,27.07,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,1,1,3,310000,3LDK,59.69,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,4,145000,1LDK,32.14,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,9,398000,3LDK,82.69,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,7,2,110000,1R,23.09,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,2,4,280000,2LDK,63.97,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,1,38,1,190000,3LDK,61.16,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,3,3,122000,1K,25.44,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,3,6,260000,2LDK,51.2,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,1,7,299000,2LDK,50.96,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,2,14,2,174000,1LDK,43.6,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,5,1,118000,1K,26.86,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,4,2,174000,1LDK,33.8,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,7,13,133000,1K,25.31,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,5,232000,2LDK,40.76,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,0,2,268000,2SLDK,53.92,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,7,4,160000,1LDK,33,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,12,4,151000,1LDK,37.13,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,2,176000,1DK,28.46,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,8,682000,3LDK,72.94,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,3,0,4,386000,2LDK,110.19,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,4,1,125000,1K,25.16,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,4,4,230000,1LDK,42.75,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,6,7,160000,1LDK,40.79,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,5,1,160000,1LDK,32.09,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,1,153000,1DK,25.56,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,14,330000,2LDK,46.15,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,1,162000,1DK,25.47,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,5,285000,2LDK,42.5,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,3,12,1,144000,1LDK,39.54,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,6,6,113000,1K,25.53,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,6,1,145000,1LDK,30.07,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,1,11,2,138000,1K,32.22,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,1,11,11,340000,2LDK,66.63,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,2,154000,1DK,25.06,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,0,6,333000,2LDK,52.75,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,16,2,270000,2LDK,58.05,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,21,2,96000,1K,20.36,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,21,11,168000,1LDK,37.72,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,8,5,1,152000,1LDK,40,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,8,11,2,184000,1LDK,47.52,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,3,4,145000,1K,26.53,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,3,8,225000,1LDK,41.81,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,2,2,143000,1K,25.61,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,2,7,230000,1LDK,40.48,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,4,9,117000,1K,25.22,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,4,11,187000,1LDK,40.21,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,20,14,276000,2LDK,60.03,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,6,5,195000,1LDK,38.85,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,2,0,6,169000,1DK,28.5,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,2,0,5,510000,3LDK,93.25,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,21,6,145000,1K,29.29,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,21,3,249000,2LDK,49.82,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,9,5,4,155000,1DK,25.09,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,13,2,110000,1K,25.19,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,13,6,199000,1LDK,51,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,5,3,126000,1DK,25.9,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,5,10,205000,1LDK,40.99,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,3,10,193000,1LDK,32.35,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,3,13,339000,2LDK,51.69,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,0,1,200000,1LDK,36.21,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,0,5,360000,2LDK,56.3,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,9,5,205000,1LDK,42.24,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,14,3,187000,1LDK,44.62,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,14,2,200000,1LDK,45.66,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,3,17,3,100000,1K,28.8,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,8,3,1,176000,1LDK,44.7,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,9,6,189000,1LDK,36.47,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,9,4,200000,1LDK,33.91,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,8,3,189000,1LDK,40.45,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,3,0,1,165000,1LDK,40.07,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,3,6,2,190000,1LDK,40.64,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,4,9,2,95000,1K,23.84,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,27,6,160000,1LDK,43.91,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,4,3,121000,1K,25.5,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,4,7,224000,1LDK,40.33,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,2,23,5,151000,1LDK,34.98,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,2,23,10,353000,3LDK,73.59,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,21,7,178000,1LDK,39.85,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,3,24,3,168000,1LDK,37.19,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,3,24,7,178000,1LDK,37.19,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,43,1,230000,2LDK,62.8,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,8,38,5,230000,2LDK,68.02,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,9,36,1,300000,3LDK,110.55,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,14,1,83000,1R,18.86,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,36,1,80000,1R,22.14,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,36,3,155000,1LDK,44.28,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,8,10,5,117000,1K,25.39,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,8,10,4,161000,1K,25.5,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,2,12,9,124000,1DK,26.09,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,22,4,87000,1K,19.51,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,2,21,2,114000,1R,25.86,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,2,21,3,115000,1K,26.12,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,7,8,3,108000,1R,40.57,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,17,2,114000,1K,20.61,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,17,4,122000,1K,20.61,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,10,1,154000,1K,25.06,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,5,10,2,159000,1K,25.06,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,19,3,106000,1DK,29.44,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,6,19,2,107000,1R,23.56,,,,,,,,,,,,,,,,,,,,,,
Bunkyo,3,4,3,154000,1DK,26.16,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,19,14,285000,1LDK,44.64,,,,,,,,,,,,,,,,,,,,,,
Meguro,8,7,1,119000,1K,20.18,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,0,1,136000,1K,22.54,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,0,3,200000,1LDK,30.33,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,0,9,210000,1LDK,30.33,,,,,,,,,,,,,,,,,,,,,,
Meguro,12,11,2,360000,3LDK,86.2,,,,,,,,,,,,,,,,,,,,,,
Meguro,8,7,1,89000,1K,21.11,,,,,,,,,,,,,,,,,,,,,,
Meguro,8,7,2,127000,1LDK,29.81,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,0,2,158000,1LDK,27,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,10,3,129000,1LDK,36.63,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,11,3,319000,1SLDK,59.63,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,11,5,430000,2LDK,63.36,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,0,5,183000,1K,27.37,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,0,4,390000,2LDK,52.77,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,2,3,179000,1DK,27.31,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,2,5,200000,1DK,27.35,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,22,3,221000,1LDK,53.04,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,22,2,277000,2LDK,72.81,,,,,,,,,,,,,,,,,,,,,,
Meguro,10,6,1,165000,1LDK,44.79,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,12,2,182000,1LDK,40.18,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,8,2,259000,1LDK,45.21,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,8,3,293000,1LDK,49.39,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,9,3,205000,1LDK,39.02,,,,,,,,,,,,,,,,,,,,,,
Meguro,8,20,3,195000,1DK,43.48,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,11,3,160000,1LDK,40.17,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,12,2,190000,1LDK,48.75,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,20,2,145000,1K,24.98,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,20,6,248000,1LDK,49.76,,,,,,,,,,,,,,,,,,,,,,
Meguro,1,5,2,173000,1LDK,41.83,,,,,,,,,,,,,,,,,,,,,,
Meguro,1,5,1,235000,2LDK,62.83,,,,,,,,,,,,,,,,,,,,,,
Meguro,3,26,3,227000,2LDK,57.96,,,,,,,,,,,,,,,,,,,,,,
Meguro,3,19,2,173000,1K,27.22,,,,,,,,,,,,,,,,,,,,,,
Meguro,3,19,3,210000,1LDK,33.82,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,31,1,195000,2LDK,57.13,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,24,2,87000,1LDK,28.9,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,0,2,135000,1K,23.59,,,,,,,,,,,,,,,,,,,,,,
