location,walk,age,total_floors,floor,layout,area,rent
Setagaya,8,9.0,3.0,1.0,2LDK,56.9,199000.0
Setagaya,10,30.0,7.0,3.0,2LDK,67.3,192000.0
Setagaya,8,13.0,2.0,2.0,2LDK,68.03,184000.0
Setagaya,8,21.0,1.0,2.0,1LDK,47.66,180000.0
Setagaya,8,21.0,1.0,2.0,2LDK,51.46,187000.0
Setagaya,7,5.0,3.0,3.0,1LDK,35.0,123000.0
Setagaya,7,5.0,3.0,3.0,1LDK,35.52,128000.0
Setagaya,10,0.0,3.0,1.0,2LDK,53.17,212000.0
Setagaya,10,0.0,3.0,3.0,2LDK,52.54,215000.0
Setagaya,7,10.0,2.0,1.0,1LDK,39.46,132000.0
Setagaya,7,10.0,2.0,2.0,1LDK,47.97,147000.0
Setagaya,4,0.0,4.0,3.0,2LDK,40.01,249000.0
Setagaya,10,19.0,1.0,2.0,1K,34.78,145000.0
Setagaya,10,19.0,1.0,3.0,1K,34.78,149000.0
Setagaya,10,4.0,6.0,2.0,1LDK,40.11,175000.0
Setagaya,10,4.0,6.0,2.0,1LDK,40.11,177000.0
Setagaya,7,8.0,3.0,1.0,1LDK,45.41,156000.0
Setagaya,10,0.0,3.0,2.0,2LDK,50.67,240000.0
Setagaya,5,6.0,3.0,3.0,1LDK,36.68,160000.0
Setagaya,5,6.0,3.0,1.0,2LDK,63.08,235000.0
Setagaya,6,7.0,1.0,4.0,1LDK,35.56,189000.0
Setagaya,5,9.0,3.0,1.0,1LDK,45.39,188000.0
Setagaya,6,0.0,1.0,2.0,1K,25.16,139000.0
Setagaya,6,0.0,1.0,3.0,2LDK,50.44,256000.0
Setagaya,8,27.0,9.0,7.0,2LDK,49.75,200000.0
Setagaya,2,13.0,5.0,2.0,2LDK,50.82,210000.0
Setagaya,6,5.0,3.0,2.0,1LDK,38.57,175000.0
Setagaya,6,5.0,3.0,3.0,1LDK,38.57,177000.0
Setagaya,6,2.0,4.0,4.0,1LDK,32.7,180000.0
Setagaya,6,2.0,4.0,1.0,2LDK,41.36,236000.0
Setagaya,8,23.0,3.0,1.0,2DK,49.61,147100.0
Setagaya,5,5.0,4.0,1.0,2K,25.83,120000.0
Setagaya,5,5.0,4.0,2.0,1K,25.8,120000.0
Setagaya,7,0.0,5.0,1.0,1DK,25.81,155000.0
Setagaya,7,0.0,5.0,2.0,1DK,25.53,155000.0
Setagaya,6,0.0,4.0,1.0,1DK,25.39,145000.0
Setagaya,6,0.0,4.0,1.0,1DK,25.35,145000.0
Setagaya,9,6.0,7.0,7.0,1K,25.26,125000.0
Setagaya,9,6.0,7.0,4.0,1LDK,50.23,200000.0
Setagaya,7,25.0,2.0,2.0,2DK,41.35,134600.0
Setagaya,10,6.0,3.0,1.0,1LDK,40.56,168000.0
Setagaya,8,8.0,9.0,1.0,1K,25.95,110000.0
Setagaya,8,8.0,9.0,4.0,1K,25.95,122000.0
Setagaya,8,1.0,1.0,2.0,1DK,27.65,149000.0
Setagaya,8,1.0,1.0,2.0,1DK,27.65,150000.0
Setagaya,9,0.0,14.0,11.0,1LDK,36.4,232000.0
Setagaya,9,0.0,14.0,7.0,2LDK,50.07,300000.0
Setagaya,8,26.0,3.0,1.0,1LDK,34.2,117000.0
Setagaya,8,26.0,3.0,1.0,2DK,43.43,152000.0
Setagaya,10,0.0,2.0,1.0,1DK,19.72,99000.0
Setagaya,10,0.0,2.0,1.0,1DK,23.95,106000.0
Setagaya,10,0.0,2.0,1.0,1DK,19.72,99000.0
Setagaya,10,0.0,2.0,1.0,1DK,23.95,106000.0
Setagaya,12,14.0,2.0,1.0,1LDK,45.44,143000.0
Setagaya,1,10.0,3.0,2.0,1DK,27.7,112000.0
Setagaya,1,10.0,3.0,3.0,1DK,27.7,114000.0
Setagaya,6,0.0,4.0,1.0,1LDK,32.96,212000.0
Setagaya,6,0.0,4.0,2.0,1LDK,32.96,217000.0
Setagaya,1,3.0,14.0,3.0,1R,25.93,149000.0
Setagaya,1,3.0,14.0,6.0,1K,25.93,152000.0
Setagaya,10,14.0,1.0,5.0,2LDK,57.39,270000.0
Setagaya,10,14.0,1.0,7.0,2LDK,62.91,296000.0
Setagaya,9,14.0,5.0,4.0,2K,50.1,169000.0
Setagaya,9,14.0,5.0,4.0,2K,50.1,170000.0
Setagaya,9,14.0,5.0,4.0,2K,50.1,169000.0
Setagaya,9,14.0,5.0,4.0,2K,50.1,170000.0
Setagaya,10,51.0,3.0,3.0,2LDK,50.76,102000.0
Setagaya,9,33.0,3.0,1.0,2LDK,58.8,215000.0
Setagaya,5,11.0,10.0,8.0,1LDK,50.21,199000.0
Setagaya,8,6.0,4.0,1.0,1DK,27.49,149000.0
Setagaya,8,6.0,4.0,2.0,1DK,27.49,152000.0
Setagaya,13,5.0,3.0,1.0,1LDK,38.13,154000.0
Setagaya,6,38.0,1.0,2.0,2LDK,51.46,164000.0
Setagaya,7,23.0,1.0,3.0,1LDK,48.8,210000.0
Setagaya,7,23.0,1.0,3.0,1LDK,47.0,210000.0
Setagaya,7,23.0,1.0,3.0,1LDK,47.0,210000.0
Setagaya,7,23.0,1.0,1.0,1LDK,48.8,228000.0
Setagaya,4,19.0,13.0,5.0,1LDK,51.07,179000.0
Setagaya,4,19.0,13.0,6.0,1LDK,51.07,180000.0
Setagaya,4,19.0,2.0,1.0,1LDK,47.75,215000.0
Setagaya,4,19.0,2.0,1.0,1LDK,48.12,225000.0
Setagaya,3,18.0,8.0,6.0,2LDK,49.96,252000.0
Setagaya,6,6.0,8.0,7.0,1K,26.4,125500.0
Setagaya,3,3.0,5.0,1.0,1LDK,44.21,210000.0
Setagaya,10,5.0,5.0,3.0,1DK,25.65,143000.0
Setagaya,10,5.0,5.0,3.0,1DK,25.65,143500.0
Setagaya,10,21.0,5.0,2.0,1R,28.8,140000.0
Setagaya,10,21.0,5.0,2.0,1LDK,44.97,195000.0
Setagaya,10,5.0,8.0,2.0,1DK,25.51,140500.0
Setagaya,10,5.0,8.0,8.0,1DK,25.51,144000.0
Setagaya,9,0.0,1.0,2.0,1K,25.29,154000.0
Setagaya,9,0.0,1.0,3.0,1K,25.52,155000.0
Setagaya,12,0.0,4.0,1.0,1LDK,33.5,199000.0
Setagaya,12,0.0,4.0,2.0,1LDK,33.5,207000.0
Setagaya,9,14.0,8.0,3.0,1K,25.51,105000.0
Setagaya,3,30.0,5.0,3.0,1DK,27.2,100000.0
Setagaya,3,30.0,5.0,2.0,2DK,40.7,160000.0
Setagaya,6,13.0,6.0,3.0,1LDK,41.58,243999.99999999997
Setagaya,6,13.0,6.0,6.0,2LDK,72.18,370000.0
Setagaya,6,14.0,2.0,1.0,1K,24.44,94000.0
Setagaya,6,14.0,2.0,1.0,1K,24.44,94000.0
Setagaya,8,13.0,5.0,2.0,1K,25.37,121000.0
Setagaya,8,13.0,5.0,3.0,1K,25.37,130000.0
Setagaya,6,19.0,1.0,3.0,1K,20.8,104000.0
Setagaya,7,13.0,2.0,1.0,1K,25.68,115000.0
Setagaya,7,13.0,2.0,1.0,1K,25.68,115000.0
Setagaya,8,0.0,1.0,2.0,1K,26.28,143000.0
Setagaya,8,0.0,1.0,2.0,1K,26.28,144000.0
Setagaya,8,0.0,1.0,2.0,1K,26.28,143000.0
Setagaya,8,0.0,1.0,3.0,1K,26.28,145000.0
Setagaya,10,34.0,3.0,2.0,2DK,44.93,126000.0
Setagaya,10,34.0,3.0,3.0,2DK,44.93,128000.0
Setagaya,12,18.0,10.0,7.0,2LDK,53.04,284000.0
Setagaya,7,10.0,5.0,3.0,1K,25.6,114000.0
Setagaya,7,10.0,5.0,4.0,1R,26.98,117000.0
Setagaya,5,16.0,1.0,1.0,1LDK,55.89,218000.0
Setagaya,5,9.0,14.0,2.0,1DK,34.4,157000.0
Setagaya,5,9.0,14.0,2.0,2LDK,50.01,219000.0
Setagaya,10,14.0,3.0,1.0,1K,26.7,98000.0
Setagaya,6,22.0,7.0,2.0,1DK,27.58,128000.0
Setagaya,6,22.0,7.0,2.0,1DK,27.58,128000.0
Setagaya,10,20.0,2.0,5.0,2LDK,82.18,360000.0
Setagaya,5,16.0,3.0,2.0,1K,25.08,109000.0
Setagaya,8,21.0,3.0,1.0,1R,26.13,106000.0
Setagaya,8,21.0,3.0,1.0,1K,26.13,106000.0
Setagaya,12,0.0,3.0,1.0,2K,25.41,136000.0
Setagaya,12,0.0,3.0,1.0,2K,25.44,136500.0
Setagaya,12,0.0,3.0,1.0,2K,25.41,136000.0
Setagaya,12,0.0,3.0,3.0,2K,25.44,149500.0
Setagaya,1,10.0,3.0,3.0,1DK,27.7,114000.0
Setagaya,11,8.0,3.0,1.0,1K,27.62,92000.0
Setagaya,9,7.0,5.0,4.0,1DK,25.52,137000.0
Setagaya,9,7.0,5.0,1.0,1K,25.52,140000.0
Setagaya,2,0.0,1.0,3.0,1K,20.21,133000.0
Setagaya,2,0.0,1.0,1.0,2DK,51.85,245000.0
Setagaya,1,4.0,7.0,3.0,1K,25.17,119000.0
Setagaya,2,22.0,15.0,14.0,2LDK,61.91,300000.0
Setagaya,10,20.0,5.0,2.0,1R,30.12,158000.0
Setagaya,10,20.0,5.0,3.0,1LDK,39.1,203000.0
Setagaya,4,14.0,6.0,4.0,1K,25.41,112000.0
Setagaya,9,36.0,3.0,2.0,2DK,51.7,155000.0
Setagaya,9,21.0,1.0,5.0,2LDK,59.37,258000.0
Setagaya,7,30.0,1.0,3.0,1DK,25.5,102000.0
Setagaya,9,6.0,4.0,3.0,1K,25.8,152000.0
Setagaya,5,1.0,1.0,2.0,1K,25.16,139000.0
Setagaya,5,1.0,1.0,2.0,2LDK,50.44,256000.0
Setagaya,14,20.0,6.0,4.0,1LDK,40.23,172000.0
Setagaya,8,22.0,6.0,3.0,1K,26.33,125000.0
Setagaya,10,0.0,3.0,1.0,1K,16.96,86000.0
Setagaya,10,0.0,3.0,1.0,1K,18.41,91000.0
Setagaya,13,0.0,4.0,2.0,1LDK,38.64,232000.0
Setagaya,13,0.0,4.0,4.0,1LDK,46.12,271000.0
Setagaya,2,13.0,5.0,4.0,1K,25.41,101000.0
Setagaya,7,32.0,3.0,1.0,1K,30.39,93000.0
Setagaya,7,32.0,3.0,1.0,1DK,30.39,93000.0
Setagaya,7,32.0,3.0,1.0,1K,30.39,93000.0
Setagaya,11,0.0,4.0,1.0,1K,26.24,129000.0
Setagaya,11,0.0,4.0,2.0,1K,26.24,131000.0
Setagaya,4,11.0,5.0,2.0,1K,26.4,129000.0
Setagaya,4,11.0,5.0,3.0,1K,26.1,130000.0
Setagaya,9,13.0,2.0,2.0,1DK,35.71,132000.0
Setagaya,15,15.0,7.0,3.0,1LDK,45.07,190000.0
Setagaya,14,15.0,7.0,3.0,1LDK,45.07,190000.0
Setagaya,2,37.0,5.0,5.0,2DK,43.74,118000.0
Setagaya,7,10.0,4.0,4.0,1R,13.88,79100.0
Setagaya,4,11.0,8.0,2.0,1K,25.43,133000.0
Setagaya,4,11.0,8.0,5.0,1K,25.43,136000.0
Setagaya,10,8.0,4.0,3.0,1K,26.88,150000.0
Setagaya,10,8.0,4.0,2.0,1K,26.68,150000.0
Setagaya,6,2.0,4.0,2.0,1R,25.76,132000.0
Setagaya,6,2.0,4.0,3.0,1R,25.76,136000.0
Setagaya,18,12.0,3.0,2.0,1LDK,45.05,144300.0
Setagaya,12,41.0,4.0,3.0,2DK,33.0,89000.0
Setagaya,12,41.0,4.0,3.0,2DK,33.5,89000.0
Setagaya,12,41.0,4.0,3.0,2DK,33.0,89000.0
Setagaya,10,7.0,4.0,3.0,1R,22.84,119000.0
Setagaya,10,7.0,4.0,3.0,1R,22.84,119000.0
Setagaya,11,9.0,5.0,1.0,1DK,25.56,132000.0
Setagaya,11,9.0,5.0,5.0,1K,25.65,143000.0
Setagaya,1,6.0,6.0,4.0,1R,25.6,122000.0
Setagaya,1,6.0,6.0,3.0,1K,24.91,122000.0
Setagaya,3,20.0,1.0,4.0,1K,19.38,108000.0
Setagaya,6,9.0,3.0,1.0,1R,28.68,131000.0
Setagaya,8,26.0,5.0,3.0,1DK,32.81,168000.0
Setagaya,11,23.0,3.0,2.0,1K,31.51,98000.0
Setagaya,1,12.0,9.0,2.0,1K,25.32,136000.0
Setagaya,9,36.0,4.0,3.0,1DK,28.8,128000.0
Setagaya,8,36.0,4.0,3.0,1DK,28.8,128000.0
Setagaya,5,41.0,6.0,3.0,2K,36.0,115000.0
Setagaya,5,41.0,6.0,3.0,2K,36.0,115000.0
Setagaya,14,5.0,8.0,4.0,1K,25.63,117000.0
Setagaya,14,5.0,8.0,7.0,1DK,29.4,145000.0
Setagaya,14,5.0,8.0,4.0,1K,25.63,117000.0
Setagaya,5,27.0,9.0,6.0,1K,19.82,89000.0
Setagaya,5,27.0,9.0,2.0,1K,19.82,93000.0
Setagaya,7,19.0,9.0,1.0,1K,25.01,120000.0
Setagaya,7,19.0,9.0,4.0,1R,25.01,125000.0
Setagaya,6,19.0,9.0,4.0,1R,25.01,125000.0
Setagaya,6,19.0,9.0,6.0,1LDK,49.86,210000.0
Setagaya,1,21.0,5.0,3.0,1K,28.83,91000.0
Setagaya,7,20.0,1.0,1.0,1LDK,30.31,165000.0
Setagaya,7,20.0,1.0,1.0,1LDK,30.31,170000.0
Setagaya,9,9.0,4.0,3.0,1R,25.26,119000.0
Setagaya,9,9.0,4.0,1.0,1R,31.54,139000.0
Setagaya,12,6.0,5.0,4.0,1R,20.02,118000.0
Setagaya,12,6.0,5.0,2.0,1R,20.02,123000.0
Setagaya,12,6.0,5.0,4.0,1R,20.02,118000.0
Setagaya,12,6.0,5.0,2.0,1R,20.02,123000.0
Setagaya,5,30.0,4.0,4.0,1K,23.46,90000.0
Setagaya,6,30.0,7.0,3.0,1K,20.88,83000.0
Setagaya,10,30.0,3.0,1.0,1K,22.83,89000.0
Setagaya,2,25.0,2.0,2.0,1K,23.0,85000.0
Setagaya,17,39.0,5.0,2.0,2DK,41.52,110000.0
Setagaya,10,33.0,4.0,2.0,1K,19.89,85000.0
Setagaya,8,58.0,7.0,1.0,2LDK,42.91,150000.0
Setagaya,7,34.0,4.0,4.0,1K,18.5,80000.0
Setagaya,7,34.0,4.0,4.0,1K,18.5,80000.0
Setagaya,8,35.0,4.0,4.0,1K,16.69,75000.0
Setagaya,8,35.0,4.0,4.0,1K,16.69,75000.0
Setagaya,4,32.0,4.0,4.0,1K,22.0,90000.0
Setagaya,4,32.0,4.0,4.0,1K,22.0,95000.0
Setagaya,4,32.0,4.0,4.0,1K,22.0,90000.0
Setagaya,4,32.0,4.0,4.0,1K,22.0,95000.0
Setagaya,13,27.0,3.0,2.0,1K,26.5,89000.0
Setagaya,1,29.0,6.0,4.0,1K,26.51,102000.0
Setagaya,1,29.0,6.0,4.0,1R,34.19,130000.0
Setagaya,2,26.0,1.0,8.0,1K,24.3,120000.0
Setagaya,2,26.0,1.0,3.0,1K,24.3,121000.0
Setagaya,7,37.0,4.0,3.0,1K,27.54,85000.0
Setagaya,7,37.0,4.0,3.0,1K,27.54,95000.0
Setagaya,7,37.0,4.0,3.0,1DK,27.54,85000.0
Setagaya,7,37.0,4.0,3.0,1K,27.54,95000.0
Setagaya,5,43.0,3.0,2.0,1DK,32.09,89000.0
Setagaya,9,56.0,8.0,8.0,1LDK,41.19,165000.0
Setagaya,12,30.0,7.0,5.0,1K,18.36,79000.0
Setagaya,9,26.0,5.0,1.0,1K,22.8,84000.0
Setagaya,9,26.0,5.0,1.0,1K,22.8,87000.0
Setagaya,9,26.0,5.0,1.0,1K,22.8,84000.0
Setagaya,5,40.0,7.0,5.0,1K,17.01,100000.0
Setagaya,8,34.0,3.0,1.0,1K,18.7,67000.0
Setagaya,8,34.0,3.0,1.0,1R,18.21,67000.0
Setagaya,13,38.0,1.0,3.0,1K,18.0,72000.0
Setagaya,8,38.0,3.0,3.0,1K,20.0,72000.0
Setagaya,6,29.0,3.0,1.0,1R,10.41,55000.0
Setagaya,4,40.0,3.0,2.0,1K,15.67,80000.0
Setagaya,5,40.0,3.0,2.0,1K,15.67,80000.0
Setagaya,5,40.0,3.0,3.0,1K,15.67,80000.0
Setagaya,2,19.0,3.0,2.0,1K,20.84,73000.0
Setagaya,2,19.0,3.0,1.0,1K,26.55,79000.0
Setagaya,7,53.0,3.0,2.0,1DK,25.0,80000.0
Setagaya,7,53.0,3.0,2.0,1DK,25.0,80000.0
Setagaya,3,34.0,3.0,2.0,1K,16.0,65000.0
Setagaya,3,35.0,1.0,2.0,1K,16.0,65000.0
Setagaya,9,43.0,10.0,7.0,1K,14.32,78000.0
Setagaya,9,43.0,10.0,6.0,1R,14.32,70000.0
Setagaya,4,33.0,3.0,1.0,1K,20.52,75000.0
Setagaya,4,33.0,3.0,2.0,1R,20.52,80000.0
Setagaya,4,39.0,1.0,3.0,1K,19.78,70000.0
Setagaya,5,37.0,1.0,3.0,1K,18.63,78000.0
Setagaya,5,37.0,5.0,3.0,1R,18.63,78000.0
Setagaya,7,40.0,4.0,3.0,1R,16.35,67000.0
Setagaya,7,40.0,4.0,2.0,1R,16.35,80000.0
Setagaya,7,40.0,4.0,3.0,1R,16.35,67000.0
Setagaya,7,40.0,4.0,2.0,1R,16.35,80000.0
Setagaya,3,28.0,7.0,5.0,1R,25.0,120000.0
Setagaya,3,28.0,7.0,2.0,1R,40.17,158000.0
Setagaya,2,40.0,4.0,2.0,1K,17.13,63000.0
Setagaya,5,41.0,10.0,8.0,1R,16.47,85000.0
Setagaya,5,41.0,10.0,9.0,1R,16.47,89000.0
Setagaya,5,41.0,10.0,8.0,1R,16.47,85000.0
Setagaya,5,41.0,10.0,9.0,1R,16.47,89000.0
Setagaya,6,54.0,4.0,3.0,1DK,35.0,150000.0
Setagaya,6,42.0,4.0,1.0,1R,15.0,94000.0
Setagaya,5,42.0,4.0,1.0,1R,15.0,94000.0
Setagaya,14,35.0,4.0,2.0,1K,15.89,65000.0
Setagaya,14,35.0,4.0,2.0,1K,15.89,65000.0
Setagaya,6,40.0,1.0,1.0,1R,16.56,60000.0
Setagaya,10,40.0,4.0,1.0,1R,20.25,70000.0
Setagaya,10,40.0,4.0,1.0,1K,20.25,71000.0
Setagaya,5,41.0,4.0,2.0,1R,16.36,62000.0
Setagaya,10,42.0,2.0,1.0,1R,18.0,65000.0
Setagaya,15,48.0,3.0,1.0,1R,41.31,95000.0
Setagaya,15,48.0,3.0,3.0,1R,36.15,96000.0
Setagaya,3,47.0,3.0,3.0,1K,19.0,77000.0
Setagaya,2,47.0,3.0,3.0,1K,21.02,77000.0
Setagaya,3,50.0,3.0,2.0,1K,17.46,78000.0
Setagaya,3,50.0,3.0,2.0,1K,17.46,81000.0
Setagaya,3,50.0,3.0,2.0,1K,17.46,79000.0
Setagaya,9,41.0,5.0,2.0,1R,16.08,69000.0
Setagaya,9,41.0,5.0,2.0,1R,16.08,69000.0
Setagaya,2,42.0,4.0,1.0,1R,16.32,65000.0
Setagaya,2,42.0,4.0,1.0,1R,16.32,65000.0
Setagaya,2,42.0,4.0,2.0,1R,16.33,69000.0
Setagaya,9,35.0,5.0,2.0,1K,20.65,68000.0
Setagaya,3,43.0,3.0,1.0,1R,14.0,46000.0
Setagaya,13,44.0,4.0,4.0,1R,13.7,71000.0
Setagaya,12,44.0,4.0,4.0,1R,13.7,71000.0
Setagaya,14,53.0,1.0,3.0,1K,19.57,70000.0
Setagaya,14,53.0,1.0,3.0,1K,19.57,80000.0
Setagaya,7,28.0,3.0,2.0,2DK,45.86,142000.0
Setagaya,7,7.0,2.0,1.0,2LDK,47.14,198000.0
Setagaya,6,0.0,4.0,1.0,2LDK,47.74,254000.0
Setagaya,6,0.0,4.0,1.0,2LDK,47.74,256000.0
Setagaya,4,1.0,3.0,1.0,2LDK,59.71,258000.0
Setagaya,4,1.0,3.0,1.0,2LDK,59.71,288000.0
Setagaya,8,9.0,3.0,1.0,2LDK,56.9,199000.0
Setagaya,4,12.0,5.0,4.0,1LDK,40.0,159000.0
Setagaya,4,12.0,5.0,2.0,2LDK,50.4,200000.0
Setagaya,10,4.0,6.0,2.0,1LDK,40.11,175000.0
Setagaya,10,4.0,6.0,2.0,1LDK,40.11,180000.0
Setagaya,5,0.0,4.0,1.0,1DK,25.28,139000.0
Setagaya,5,0.0,4.0,1.0,1DK,25.26,142000.0
Setagaya,9,32.0,8.0,8.0,2LDK,56.43,172000.0
Setagaya,9,32.0,8.0,8.0,2LDK,56.43,182000.0
Setagaya,8,3.0,3.0,1.0,2LDK,55.99,236000.0
Setagaya,8,3.0,3.0,3.0,2LDK,52.29,236000.0
Setagaya,6,31.0,5.0,4.0,2LDK,50.59,181000.0
Setagaya,4,3.0,4.0,2.0,2LDK,63.02,196000.0
Setagaya,8,2.0,5.0,4.0,1LDK,38.09,154600.0
Setagaya,8,2.0,5.0,4.0,1LDK,38.09,161100.0
Setagaya,5,2.0,7.0,5.0,1LDK,39.67,200000.0
Setagaya,6,0.0,4.0,1.0,1K,25.39,145000.0
Setagaya,6,0.0,4.0,1.0,1DK,25.39,153000.0
Setagaya,4,11.0,4.0,3.0,1LDK,33.15,156000.0
Setagaya,4,11.0,4.0,4.0,2LDK,49.01,201000.0
Setagaya,9,0.0,3.0,2.0,1K,25.51,156000.0
Setagaya,9,0.0,3.0,3.0,1DK,25.7,163000.0
Setagaya,8,10.0,3.0,2.0,1LDK,45.92,149000.0
Setagaya,8,10.0,3.0,3.0,1LDK,45.92,150000.0
Setagaya,7,2.0,5.0,1.0,2LDK,44.4,240000.0
Setagaya,7,2.0,5.0,1.0,2LDK,44.4,245000.0
Setagaya,10,0.0,3.0,1.0,2LDK,60.78,291500.0
Setagaya,10,0.0,3.0,1.0,2LDK,64.03,293500.0
Setagaya,13,5.0,5.0,3.0,2LDK,60.95,245000.0
Setagaya,13,5.0,5.0,3.0,2LDK,60.95,250000.0
Setagaya,8,3.0,4.0,2.0,1LDK,44.01,156000.0
Setagaya,7,3.0,4.0,2.0,1LDK,44.01,156000.0
Setagaya,10,26.0,5.0,5.0,2LDK,60.15,154000.0
Setagaya,3,0.0,1.0,2.0,1R,25.21,144000.0
Setagaya,3,0.0,1.0,2.0,1R,25.27,147000.0
Setagaya,4,0.0,3.0,1.0,1LDK,42.97,176000.0
Setagaya,4,0.0,3.0,2.0,1LDK,51.86,210000.0
Setagaya,4,0.0,3.0,1.0,1LDK,42.97,176000.0
Setagaya,4,0.0,3.0,2.0,1LDK,51.86,210000.0
Setagaya,8,21.0,8.0,2.0,1LDK,47.66,180000.0
Setagaya,8,21.0,8.0,2.0,2LDK,51.46,187000.0
Setagaya,7,7.0,3.0,1.0,1LDK,41.97,160000.0
Setagaya,7,7.0,3.0,1.0,1LDK,41.35,161000.0
Setagaya,7,7.0,3.0,1.0,1LDK,41.97,160000.0
Setagaya,7,7.0,3.0,1.0,1LDK,41.35,161000.0
Setagaya,6,2.0,5.0,1.0,1LDK,29.04,161000.0
Setagaya,6,2.0,5.0,1.0,1LDK,29.67,163000.0
Setagaya,9,12.0,2.0,1.0,1LDK,46.11,152000.0
Setagaya,5,9.0,3.0,1.0,1LDK,45.39,188000.0
Setagaya,7,0.0,4.0,1.0,1R,40.35,174000.0
Setagaya,7,0.0,4.0,2.0,1R,40.35,179000.0
Setagaya,7,0.0,9.0,2.0,1LDK,36.16,208000.0
Setagaya,7,0.0,9.0,4.0,1LDK,36.16,210000.0
Setagaya,8,17.0,2.0,2.0,1LDK,47.85,166000.0
Setagaya,8,17.0,2.0,2.0,1LDK,47.85,166000.0
Setagaya,7,1.0,1.0,2.0,1DK,27.65,150000.0
Setagaya,7,1.0,1.0,4.0,1DK,27.65,153000.0
Setagaya,7,4.0,3.0,2.0,2LDK,61.0,237000.0
Setagaya,9,5.0,5.0,2.0,1LDK,39.49,172000.0
Setagaya,9,5.0,5.0,5.0,1LDK,39.07,185000.0
Setagaya,9,5.0,5.0,2.0,1LDK,39.49,172000.0
Setagaya,9,5.0,5.0,5.0,1LDK,39.07,185000.0
Setagaya,11,1.0,3.0,2.0,2LDK,55.39,243000.0
Setagaya,14,3.0,3.0,1.0,2LDK,61.58,185000.0
Setagaya,14,16.0,3.0,1.0,2LDK,54.44,210000.0
Setagaya,14,16.0,3.0,3.0,2LDK,54.44,215000.0
Setagaya,15,2.0,3.0,1.0,2LDK,51.36,168000.0
Setagaya,8,7.0,3.0,1.0,1K,23.55,140000.0
Setagaya,8,7.0,3.0,2.0,1K,23.55,143000.0
Setagaya,10,6.0,3.0,2.0,1DK,25.9,155000.0
Setagaya,10,6.0,3.0,2.0,1DK,25.87,155000.0
Setagaya,6,9.0,4.0,2.0,1LDK,40.31,165000.0
Setagaya,6,9.0,4.0,2.0,1LDK,40.12,165000.0
Setagaya,11,14.0,1.0,2.0,1R,34.57,162000.0
Setagaya,11,14.0,1.0,2.0,1LDK,48.12,220000.0
Setagaya,9,0.0,4.0,3.0,2LDK,40.01,249000.0
Setagaya,9,5.0,14.0,1.0,1DK,25.61,125000.0
Setagaya,9,5.0,14.0,1.0,2K,25.74,132000.0
Setagaya,5,2.0,3.0,1.0,1LDK,44.46,165500.0
Setagaya,5,2.0,3.0,1.0,1LDK,44.46,165500.0
Setagaya,9,0.0,3.0,1.0,1LDK,31.57,189000.0
Setagaya,9,0.0,3.0,2.0,2LDK,40.34,243000.0
Setagaya,5,5.0,4.0,2.0,2K,25.46,127000.0
Setagaya,5,8.0,4.0,3.0,1R,23.4,113000.0
Setagaya,5,8.0,4.0,4.0,1LDK,40.01,162000.0
Setagaya,9,2.0,1.0,2.0,1LDK,33.21,201000.0
Setagaya,9,2.0,1.0,2.0,1LDK,34.43,205000.0
Setagaya,8,17.0,12.0,7.0,2LDK,79.16,270000.0
Setagaya,6,6.0,3.0,3.0,1LDK,44.8,186000.0
Setagaya,3,5.0,1.0,1.0,2K,33.28,136000.0
Setagaya,3,5.0,1.0,2.0,2DK,33.28,146000.0
Setagaya,6,6.0,5.0,4.0,1LDK,32.39,173000.0
Setagaya,6,6.0,5.0,3.0,1LDK,32.37,176000.0
Setagaya,9,0.0,5.0,3.0,1K,25.52,155000.0
Setagaya,9,0.0,5.0,2.0,1DK,26.01,160000.0
Setagaya,6,2.0,3.0,1.0,2LDK,55.37,297000.0
Setagaya,6,2.0,3.0,1.0,2LDK,55.37,297000.0
Setagaya,11,6.0,4.0,2.0,1LDK,44.37,157000.0
Setagaya,6,31.0,5.0,4.0,2LDK,50.59,181000.0
Setagaya,7,6.0,3.0,3.0,2LDK,53.26,247000.0
Setagaya,7,25.0,2.0,2.0,2DK,41.35,134600.0
Setagaya,8,0.0,1.0,2.0,2LDK,46.64,268000.0
Setagaya,8,0.0,1.0,2.0,2LDK,48.56,278000.0
Setagaya,10,6.0,3.0,1.0,1LDK,40.56,168000.0
Setagaya,5,4.0,5.0,3.0,1DK,22.0,128000.0
Setagaya,5,4.0,5.0,2.0,1LDK,34.92,183000.0
Setagaya,7,8.0,4.0,4.0,1LDK,47.14,150000.0
Setagaya,5,11.0,15.0,5.0,1K,25.07,150000.0
Setagaya,5,11.0,15.0,6.0,1K,25.02,155000.0
Setagaya,12,0.0,3.0,1.0,1K,25.13,139000.0
Setagaya,12,0.0,3.0,1.0,1K,25.87,143000.0
Setagaya,5,0.0,4.0,2.0,1LDK,32.81,222000.0
Setagaya,5,0.0,4.0,2.0,1LDK,32.64,232000.0
Setagaya,5,5.0,4.0,3.0,1R,26.91,140000.0
Setagaya,5,5.0,4.0,2.0,1LDK,43.4,189000.0
Setagaya,6,9.0,3.0,3.0,1LDK,41.4,135000.0
Setagaya,6,9.0,3.0,2.0,1LDK,40.98,138000.0
Setagaya,8,3.0,4.0,1.0,1DK,25.26,120000.0
Setagaya,8,3.0,4.0,1.0,2LDK,41.51,170000.0
